id,title,genres,averageRating,numVotes,releaseYear
"tt0111161,""The Shawshank Redemption"",Drama,9.3,2956023,1994"
"tt0068646,""The Godfather"",""Crime, Drama"",9.2,2060807,1972"
"tt0252487,""The Chaos Class"",Comedy,9.2,43628,1975"
"tt0259534,""Ramayana: The Legend of Prince Rama"",""Action, Adventure, Animation"",9.2,15467,1993"
"tt10189514,""Soorarai Pottru"",Drama,8.7,125865,2020"
"tt9263550,""Rocketry: The Nambi Effect"",""Biography, Drama"",8.7,59780,2022"
"tt7466810,""777 Charlie"",""Adventure, Comedy, Drama"",8.7,41718,2022"
"tt0093603,Nayakan,""Crime, Drama"",8.7,25467,1987"
"tt0088178,""Stop Making Sense"",""Documentary, Music"",8.7,21645,1984"
"tt0252490,""The Chaos Class Is Waking Up"",Comedy,8.7,21187,1976"
"tt8176054,""Pariyerum Perumal"",Drama,8.7,19029,2018"
"tt0253614,""Saban, Son of Saban"",Comedy,8.7,19018,1977"
"tt0252597,""Feyzo, the Polite One"",""Comedy, Drama"",8.7,17643,1978"
"tt6019206,""Kill Bill: The Whole Bloody Affair"",""Action, Crime, Thriller"",8.7,17471,2006"
"tt0076276,""Who's Singin' Over There?"",""Adventure, Comedy, Drama"",8.7,16921,1980"
"tt7738784,Peranbu,""Drama, Family"",8.7,16857,2018"
"tt14888874,""Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc"",""Action, Animation, Fantasy"",8.7,16829,2020"
"tt0201368,""The Broken Landlord"",""Comedy, Drama"",8.7,16675,1985"
"tt17592606,Daman,""Adventure, Drama"",8.7,13818,2022"
"tt0214915,Manichithrathazhu,""Comedy, Horror, Mystery"",8.7,12908,1993"
"tt8737152,Toma,""Biography, Drama, Music"",8.7,12666,2021"
"tt0765833,""Happy Days"",""Comedy, Drama, Family"",8.7,12156,1978"
"tt0090015,Shoah,""Documentary, History, War"",8.7,10790,1985"
"tt0114369,Se7en,""Crime, Drama, Mystery"",8.6,1846304,1995"
"tt0102926,""The Silence of the Lambs"",""Crime, Drama, Thriller"",8.6,1586470,1991"
"tt0120815,""Saving Private Ryan"",""Drama, War"",8.6,1528454,1998"
"tt0076759,""Star Wars: Episode IV - A New Hope"",""Action, Adventure, Fantasy"",8.6,1475976,1977"
"tt0120689,""The Green Mile"",""Crime, Drama, Fantasy"",8.6,1441340,1999"
"tt0103064,""Terminator 2: Judgment Day"",""Action, Adventure, Sci-Fi"",8.6,1199877,1991"
"tt0245429,""Spirited Away"",""Adventure, Animation, Family"",8.6,876218,2001"
"tt0317248,""City of God"",""Crime, Drama"",8.6,816657,2002"
"tt0118799,""Life Is Beautiful"",""Comedy, Drama, Romance"",8.6,757426,1997"
"tt10811166,""The Kashmir Files"",Drama,8.6,575301,2022"
"tt0038650,""It's a Wonderful Life"",""Drama, Family, Fantasy"",8.6,507766,1946"
"tt9362722,""Spider-Man: Across the Spider-Verse"",""Action, Adventure, Animation"",8.6,410610,2023"
"tt0047478,""Seven Samurai"",""Action, Drama"",8.6,373797,1954"
"tt0056058,Harakiri,""Action, Drama, Mystery"",8.6,72687,1962"
"tt27719898,Kaiva,""Action, Drama, Romance"",8.6,68924,2023"
"tt0367495,""Anbe Sivam"",""Adventure, Comedy, Drama"",8.6,26066,2003"
tt0358456,Earthlings,Documentary,8.6,19970,2005
"tt0252489,""The Chaos Class Is on Vacation"",Comedy,8.6,19131,1977"
"tt0116860,""Pretty Village, Pretty Flame"",""Drama, History, War"",8.6,18044,1996"
"tt0271383,""A Dog's Will"",""Comedy, Drama, Fantasy"",8.6,17531,2000"
"tt4139928,""The Legend of Maula Jatt"",""Action, Drama, Fantasy"",8.6,10858,2022"
"tt0267351,""My Dear Brother"",Drama,8.6,10481,1973"
"tt1853728,""Django Unchained"",""Comedy, Drama, Western"",8.5,1736545,2012"
"tt0172495,Gladiator,""Action, Adventure, Drama"",8.5,1667331,2000"
"tt0482571,""The Prestige"",""Drama, Mystery, Sci-Fi"",8.5,1473098,2006"
"tt0407887,""The Departed"",""Crime, Drama, Thriller"",8.5,1450107,2006"
"tt0088763,""Back to the Future"",""Adventure, Comedy, Sci-Fi"",8.5,1339262,1985"
"tt0110413,""Léon: The Professional"",""Action, Crime, Drama"",8.5,1271338,1994"
"tt0120586,""American History X"",""Crime, Drama"",8.5,1206462,1998"
"tt0110357,""The Lion King"",""Adventure, Animation, Drama"",8.5,1168602,1994"
"tt0114814,""The Usual Suspects"",""Crime, Drama, Mystery"",8.5,1164181,1995"
"tt2582802,Whiplash,""Drama, Music"",8.5,1025424,2014"
"tt6751668,Parasite,""Drama, Thriller"",8.5,1002577,2019"
"tt0078748,Alien,""Horror, Sci-Fi"",8.5,986801,1979"
"tt1675434,""The Intouchables"",""Comedy, Drama"",8.5,950031,2011"
"tt0253474,""The Pianist"",""Biography, Drama, Music"",8.5,936244,2002"
"tt0054215,Psycho,""Horror, Mystery, Thriller"",8.5,733904,1960"
"tt0034583,Casablanca,""Drama, Romance, War"",8.5,616338,1942"
"tt15239678,""Dune: Part Two"",""Action, Adventure, Drama"",8.5,534711,2024"
"tt0047396,""Rear Window"",""Mystery, Thriller"",8.5,532836,1954"
"tt0064116,""Once Upon a Time in the West"",""Drama, Western"",8.5,355205,1968"
"tt0095327,""Grave of the Fireflies"",""Animation, Drama, War"",8.5,325736,1988"
"tt0095765,""Cinema Paradiso"",""Drama, Romance"",8.5,289826,1988"
"tt0027977,""Modern Times"",""Comedy, Drama, Romance"",8.5,264600,1936"
"tt0021749,""City Lights"",""Comedy, Drama, Romance"",8.5,199949,1931"
"tt1424432,Senna,""Biography, Documentary, Sport"",8.5,77936,2010"
"tt20850406,""Sita Ramam"",""Action, Drama, Mystery"",8.5,71836,2022"
"tt26548265,Maharaja,""Action, Crime, Drama"",8.5,51075,2024"
"tt1152758,""Dear Zachary: A Letter to a Son About His Father"",""Biography, Crime, Documentary"",8.5,41792,2008"
tt0103767,Baraka,Documentary,8.5,41481,1992
"tt7019842,96,""Drama, Romance"",8.5,39051,2018"
"tt11580854,""Sarpatta Parambarai"",""Action, Drama, Sport"",8.5,26135,2021"
"tt0346336,""The Best of Youth"",""Drama, Romance"",8.5,23597,2003"
"tt8948790,Jersey,""Drama, Sport"",8.5,23507,2019"
"tt0058625,""Woman in the Dunes"",""Drama, Thriller"",8.5,23408,1964"
"tt24082438,""20 Days in Mariupol"",""Documentary, War"",8.5,23353,2023"
"tt1014762,Home,""Documentary, Family"",8.5,23151,2009"
"tt0253997,""The King of the Street Cleaners"",""Comedy, Romance"",8.5,21773,1977"
"tt0054407,""The Hole"",""Crime, Drama, Thriller"",8.5,21060,1960"
"tt0079221,""Gol Maal"",""Comedy, Romance"",8.5,20384,1979"
"tt8413338,""Kumbalangi Nights"",""Comedy, Drama, Romance"",8.5,18886,2019"
"tt0263975,""The Girl with the Red Scarf"",""Drama, Romance"",8.5,17214,1977"
"tt0101649,Thalapathi,""Action, Crime, Drama"",8.5,13694,1991"
"tt9617456,""For Sama"",""Biography, Documentary, War"",8.5,13074,2019"
tt0253991,Zübük,Comedy,8.5,11427,1980
"tt1345836,""The Dark Knight Rises"",""Action, Drama, Thriller"",8.4,1866814,2012"
"tt0361748,""Inglourious Basterds"",""Adventure, Drama, War"",8.4,1625156,2009"
"tt7286456,Joker,""Crime, Drama, Thriller"",8.4,1553417,2019"
"tt0209144,Memento,""Mystery, Thriller"",8.4,1346911,2000"
"tt4154796,""Avengers: Endgame"",""Action, Adventure, Drama"",8.4,1306933,2019"
"tt4154756,""Avengers: Infinity War"",""Action, Adventure, Sci-Fi"",8.4,1240678,2018"
"tt0910970,WALL·E,""Adventure, Animation, Family"",8.4,1227384,2008"
"tt0081505,""The Shining"",""Drama, Horror"",8.4,1134522,1980"
"tt0082971,""Raiders of the Lost Ark"",""Action, Adventure"",8.4,1052481,1981"
"tt0090605,Aliens,""Action, Adventure, Sci-Fi"",8.4,788728,1986"
"tt0078788,""Apocalypse Now"",""Drama, Mystery, War"",8.4,723701,1979"
"tt4633694,""Spider-Man: Into the Spider-Verse"",""Action, Adventure, Animation"",8.4,697621,2018"
"tt2380307,Coco,""Adventure, Animation, Drama"",8.4,617557,2017"
"tt1187043,""3 Idiots"",""Comedy, Drama"",8.4,445303,2009"
"tt0086879,Amadeus,""Biography, Drama, Music"",8.4,436752,1984"
"tt0405094,""The Lives of Others"",""Drama, Mystery, Thriller"",8.4,417246,2006"
"tt5311514,""Your Name."",""Animation, Drama, Fantasy"",8.4,336613,2016"
"tt0082096,""Das Boot"",""Drama, War"",8.4,268961,1981"
"tt0032553,""The Great Dictator"",""Comedy, Drama, War"",8.4,241690,1940"
"tt0043014,""Sunset Boulevard"",""Drama, Film-Noir"",8.4,241319,1950"
"tt0050825,""Paths of Glory"",""Drama, War"",8.4,218271,1957"
"tt0051201,""Witness for the Prosecution"",""Crime, Drama, Mystery"",8.4,141934,1957"
tt8267604,Capernaum,Drama,8.4,110096,2018
"tt0091251,""Come and See"",""Drama, Thriller, War"",8.4,103001,1985"
"tt0057565,""High and Low"",""Crime, Drama, Mystery"",8.4,55888,1963"
"tt1313104,""The Cove"",""Biography, Crime, Documentary"",8.4,51840,2009"
"tt9900782,Kaithi,""Action, Crime, Drama"",8.4,44448,2019"
"tt21626284,""Laapataa Ladies"",""Comedy, Drama"",8.4,43848,2023"
"tt12361178,""Drishyam 2"",""Crime, Drama, Thriller"",8.4,41895,2021"
"tt0770802,Samsara,""Documentary, Music"",8.4,38539,2011"
"tt9477520,Asuran,""Action, Drama"",8.4,34541,2019"
"tt3674140,""The Salt of the Earth"",""Biography, Documentary, History"",8.4,23949,2014"
"tt0416960,""The Lizard"",""Comedy, Drama"",8.4,22963,2004"
"tt0400234,""Black Friday"",""Action, Crime, Drama"",8.4,22325,2004"
"tt4987556,""Thani Oruvan"",""Action, Crime, Thriller"",8.4,22090,2015"
"tt5959980,""Vada Chennai"",""Action, Crime, Drama"",8.4,20495,2018"
"tt0047445,""Sansho the Bailiff"",Drama,8.4,18625,1954"
"tt0052572,""The World of Apu"",Drama,8.4,17180,1959"
"tt7465992,Mahanati,""Biography, Drama"",8.4,15234,2018"
"tt0059550,""Operation 'Y' & Other Shurik's Adventures"",""Comedy, Crime, Drama"",8.4,15170,1965"
"tt0073000,""The Pinchcliffe Grand Prix"",""Animation, Comedy, Family"",8.4,14503,1975"
"tt0314067,Philanthropy,""Comedy, Drama"",8.4,14005,2002"
"tt0252591,""King of the Doormen"",Comedy,8.4,13920,1976"
"tt4991384,Visaaranai,""Crime, Drama, Thriller"",8.4,12474,2015"
"tt0184756,""Mr. Muhsin"",""Comedy, Drama, Music"",8.4,12010,1987"
"tt12415546,""Attack on Titan: Chronicle"",""Action, Adventure, Animation"",8.4,11993,2020"
"tt0383846,""When I Grow Up, I'll Be a Kangaroo"",Comedy,8.4,11721,2004"
"tt0169547,""American Beauty"",Drama,8.3,1227960,1999"
"tt1049413,Up,""Adventure, Animation, Comedy"",8.3,1150875,2009"
"tt0086190,""Star Wars: Episode VI - Return of the Jedi"",""Action, Adventure, Fantasy"",8.3,1141266,1983"
"tt0105236,""Reservoir Dogs"",""Crime, Thriller"",8.3,1109208,1992"
"tt0112573,Braveheart,""Biography, Drama, War"",8.3,1108091,1995"
"tt0338013,""Eternal Sunshine of the Spotless Mind"",""Drama, Romance, Sci-Fi"",8.3,1101752,2004"
"tt0119217,""Good Will Hunting"",""Drama, Romance"",8.3,1099095,1997"
"tt0114709,""Toy Story"",""Adventure, Animation, Comedy"",8.3,1091892,1995"
"tt0086250,Scarface,""Crime, Drama"",8.3,937929,1983"
"tt0180093,""Requiem for a Dream"",Drama,8.3,917183,2000"
"tt0435761,""Toy Story 3"",""Adventure, Animation, Comedy"",8.3,909471,2010"
"tt15398776,Oppenheimer,""Biography, Drama, History"",8.3,809115,2023"
"tt0211915,Amélie,""Comedy, Romance"",8.3,805412,2001"
"tt0113277,Heat,""Action, Crime, Drama"",8.3,734779,1995"
"tt0062622,""2001: A Space Odyssey"",""Adventure, Sci-Fi"",8.3,734074,1968"
"tt0364569,Oldboy,""Action, Drama, Mystery"",8.3,654239,2003"
"tt0057012,""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"",""Comedy, War"",8.3,527232,1964"
"tt0033467,""Citizen Kane"",""Drama, Mystery"",8.3,472546,1941"
"tt0119698,""Princess Mononoke"",""Action, Adventure, Animation"",8.3,445147,1997"
"tt0052357,Vertigo,""Mystery, Romance, Thriller"",8.3,435706,1958"
"tt0087843,""Once Upon a Time in America"",""Crime, Drama"",8.3,384731,1984"
"tt2106476,""The Hunt"",Drama,8.3,374195,2012"
"tt0053125,""North by Northwest"",""Action, Adventure, Mystery"",8.3,351870,1959"
"tt0056592,""To Kill a Mockingbird"",""Crime, Drama"",8.3,337662,1962"
"tt0056172,""Lawrence of Arabia"",""Adventure, Biography, Drama"",8.3,321136,1962"
"tt0070735,""The Sting"",""Comedy, Crime, Drama"",8.3,284215,1973"
"tt0045152,""Singin' in the Rain"",""Comedy, Musical, Romance"",8.3,265891,1952"
"tt1832382,""A Separation"",Drama,8.3,262877,2011"
"tt5074352,Dangal,""Action, Biography, Drama"",8.3,217327,2016"
"tt1255953,Incendies,""Drama, Mystery, War"",8.3,212037,2010"
"tt0986264,""Like Stars on Earth"",""Drama, Family"",8.3,211353,2007"
"tt0053604,""The Apartment"",""Comedy, Drama, Romance"",8.3,201255,1960"
"tt0017136,Metropolis,""Drama, Sci-Fi"",8.3,189144,1927"
"tt0040522,""Bicycle Thieves"",Drama,8.3,178831,1948"
"tt0022100,M,""Crime, Mystery, Thriller"",8.3,171857,1931"
"tt0036775,""Double Indemnity"",""Crime, Drama, Film-Noir"",8.3,170447,1944"
"tt8110330,""Dil Bechara"",""Comedy, Drama, Romance"",8.3,135538,2020"
"tt10295212,Shershaah,""Action, Biography, Drama"",8.3,131065,2021"
"tt8503618,Hamilton,""Biography, Drama, History"",8.3,119290,2020"
tt0044741,Ikiru,Drama,8.3,90639,1952
"tt0055031,""Judgment at Nuremberg"",""Drama, War"",8.3,87494,1961"
"tt9179430,Vikram,""Action, Crime, Drama"",8.3,77567,2022"
"tt9052870,Chhichhore,""Comedy, Drama, Romance"",8.3,65826,2019"
"tt7060344,Raatchasan,""Action, Crime, Drama"",8.3,52165,2018"
"tt29623480,""The Wild Robot"",""Animation, Sci-Fi"",8.3,50245,2024"
"tt10280296,""Sardar Udham"",""Biography, Crime, Drama"",8.3,48180,2021"
"tt3417422,Drishyam,""Crime, Drama, Thriller"",8.3,44913,2013"
"tt0019760,""Man with a Movie Camera"",Documentary,8.3,28561,1929"
"tt0110057,""Hoop Dreams"",""Documentary, Drama, Sport"",8.3,28390,1994"
"tt7681902,""Won't You Be My Neighbor?"",""Biography, Documentary, History"",8.3,27409,2018"
"tt4679210,Premam,""Comedy, Drama, Romance"",8.3,24705,2015"
"tt3668162,""Bangalore Days"",""Comedy, Drama, Romance"",8.3,23463,2014"
"tt0376127,Anniyan,""Action, Crime, Drama"",8.3,22348,2005"
"tt0058888,""Red Beard"",Drama,8.3,21695,1965"
"tt0037674,""Children of Paradise"",""Drama, Romance"",8.3,21500,1945"
"tt9098872,""The Rescue"",""Action, Documentary, Mystery"",8.3,21388,2021"
"tt0110081,""To Live"",""Drama, War"",8.3,20937,1994"
"tt4908644,""Winter on Fire: Ukraine's Fight for Freedom"",""Documentary, History, War"",8.3,20838,2015"
"tt0050634,""The Cranes Are Flying"",""Drama, Romance, War"",8.3,20364,1957"
"tt13391710,""Jana Gana Mana"",""Crime, Drama, Thriller"",8.3,18087,2022"
"tt10214826,""Agent Sai Srinivasa Athreya"",""Comedy, Crime, Mystery"",8.3,17404,2019"
"tt0195231,Satya,""Action, Crime, Drama"",8.3,17141,1998"
"tt0062759,""The Diamond Arm"",""Adventure, Comedy, Crime"",8.3,16610,1969"
"tt5312232,Sairat,""Drama, Romance"",8.3,15073,2016"
"tt0085743,""Jaane Bhi Do Yaaro"",""Comedy, Crime, Drama"",8.3,14929,1983"
tt5867800,Aruvi,Drama,8.3,14572,2016
"tt0061847,""Samurai Rebellion"",Drama,8.3,14468,1967"
"tt3521134,""The Look of Silence"",""Biography, Documentary, History"",8.3,14104,2014"
"tt0060584,""Kidnapping, Caucasian Style"",""Adventure, Comedy, Drama"",8.3,13872,1967"
"tt2358592,Lucia,""Drama, Sci-Fi, Thriller"",8.3,13488,2013"
"tt9006564,2018,""Action, Drama, Thriller"",8.3,13424,2023"
"tt0072783,""Chupke Chupke"",""Comedy, Drama, Romance"",8.3,13391,1975"
"tt0068519,""Gentlemen of Fortune"",""Comedy, Crime, Drama"",8.3,13182,1971"
"tt0252619,""From the Village to the City"",Comedy,8.3,12084,1974"
"tt2877108,""Soodhu Kavvum"",""Comedy, Crime, Thriller"",8.3,12060,2013"
"tt0139876,Baasha,""Action, Crime, Drama"",8.3,11784,1995"
"tt18568902,""Kaun Pravin Tambe?"",""Biography, Drama, Sport"",8.3,11320,2022"
"tt8652818,""Violet Evergarden: The Movie"",""Animation, Drama, Fantasy"",8.3,11081,2020"
"tt0179955,""Cat City"",""Adventure, Animation, Comedy"",8.3,10955,1986"
"tt4851630,""Maheshinte Prathikaaram"",""Comedy, Drama, Thriller"",8.3,10757,2016"
"tt0301634,""Frozen Stiff"",""Comedy, Drama"",8.3,10304,2002"
"tt0993846,""The Wolf of Wall Street"",""Biography, Comedy, Crime"",8.2,1629107,2013"
"tt0372784,""Batman Begins"",""Action, Crime, Drama"",8.2,1609640,2005"
"tt1130884,""Shutter Island"",""Drama, Mystery, Thriller"",8.2,1499299,2010"
"tt0120382,""The Truman Show"",""Comedy, Drama"",8.2,1233432,1998"
"tt0266697,""Kill Bill: Vol. 1"",""Action, Crime, Thriller"",8.2,1220488,2003"
"tt0266543,""Finding Nemo"",""Adventure, Animation, Comedy"",8.2,1134128,2003"
"tt0107290,""Jurassic Park"",""Action, Adventure, Sci-Fi"",8.2,1090713,1993"
"tt0477348,""No Country for Old Men"",""Crime, Drama, Thriller"",8.2,1087621,2007"
"tt0167404,""The Sixth Sense"",""Drama, Mystery, Thriller"",8.2,1074341,1999"
"tt0268978,""A Beautiful Mind"",""Biography, Drama, Mystery"",8.2,1003083,2001"
"tt0095016,""Die Hard"",""Action, Thriller"",8.2,961746,1988"
"tt0075314,""Taxi Driver"",""Crime, Drama"",8.2,947458,1976"
"tt0208092,Snatch,""Comedy, Crime"",8.2,926134,2000"
"tt10872600,""Spider-Man: No Way Home"",""Action, Adventure, Fantasy"",8.2,911894,2021"
"tt0066921,""A Clockwork Orange"",""Crime, Sci-Fi"",8.2,895020,1971"
"tt1392214,Prisoners,""Crime, Drama, Mystery"",8.2,837025,2013"
"tt0097576,""Indiana Jones and the Last Crusade"",""Action, Adventure"",8.2,823092,1989"
"tt0093058,""Full Metal Jacket"",""Drama, War"",8.2,805036,1987"
"tt1745960,""Top Gun: Maverick"",""Action, Drama"",8.2,736728,2022"
"tt0457430,""Pan's Labyrinth"",""Drama, Fantasy, War"",8.2,712561,2006"
"tt8579674,1917,""Action, Drama, History"",8.2,700253,2019"
"tt0469494,""There Will Be Blood"",Drama,8.2,653626,2007"
"tt0119488,""L.A. Confidential"",""Crime, Drama, Mystery"",8.2,629343,1997"
"tt6966692,""Green Book"",""Biography, Comedy, Drama"",8.2,600852,2018"
"tt0071853,""Monty Python and the Holy Grail"",""Adventure, Comedy, Fantasy"",8.2,578187,1975"
"tt0112641,Casino,""Crime, Drama"",8.2,576175,1995"
"tt0084787,""The Thing"",""Horror, Mystery, Sci-Fi"",8.2,481336,1982"
"tt0347149,""Howl's Moving Castle"",""Adventure, Animation, Family"",8.2,465096,2004"
"tt0105695,Unforgiven,""Drama, Western"",8.2,443310,1992"
"tt0363163,Downfall,""Biography, Drama, History"",8.2,380828,2004"
"tt0031381,""Gone with the Wind"",""Drama, Romance, War"",8.2,339294,1939"
"tt0053291,""Some Like It Hot"",""Comedy, Music, Romance"",8.2,288055,1959"
"tt0059578,""For a Few Dollars More"",""Drama, Western"",8.2,280723,1965"
"tt0080678,""The Elephant Man"",""Biography, Drama"",8.2,263256,1980"
"tt0057115,""The Great Escape"",""Adventure, Drama, Thriller"",8.2,262842,1963"
"tt1305806,""The Secret in Their Eyes"",""Drama, Mystery, Romance"",8.2,226481,2009"
"tt10272386,""The Father"",""Drama, Mystery"",8.2,201972,2020"
"tt4729430,Klaus,""Adventure, Animation, Comedy"",8.2,196055,2019"
"tt0046912,""Dial M for Murder"",""Crime, Thriller"",8.2,192825,1954"
"tt0042876,Rashomon,""Crime, Drama, Mystery"",8.2,184556,1950"
"tt10698680,""K.G.F: Chapter 2"",""Action, Crime, Drama"",8.2,153868,2022"
"tt0042192,""All About Eve"",Drama,8.2,141080,1950"
"tt0089881,Ran,""Action, Drama, War"",8.2,139133,1985"
"tt0012349,""The Kid"",""Comedy, Drama, Family"",8.2,137453,1921"
"tt0040897,""The Treasure of the Sierra Madre"",""Adventure, Drama, Western"",8.2,134378,1948"
"tt0055630,Yojimbo,""Action, Drama, Thriller"",8.2,133995,1961"
"tt4849438,""Baahubali 2: The Conclusion"",""Action, Drama"",8.2,118435,2017"
"tt5813916,""The Mountain II"",""Action, Drama, War"",8.2,110893,2016"
"tt1954470,""Gangs of Wasseypur"",""Action, Comedy, Crime"",8.2,105833,2012"
"tt8108198,Andhadhun,""Crime, Mystery, Thriller"",8.2,105702,2018"
"tt15327088,Kantara,""Action, Adventure, Drama"",8.2,105288,2022"
"tt7838252,""K.G.F: Chapter 1"",""Action, Crime, Drama"",8.2,101279,2018"
"tt0367110,Swades,""Drama, Musical"",8.2,99959,2004"
"tt4430212,Drishyam,""Crime, Drama, Mystery"",8.2,98124,2015"
"tt0476735,""My Father and My Son"",""Drama, Family"",8.2,94658,2005"
"tt1562872,""Zindagi Na Milegi Dobara"",""Comedy, Drama, Musical"",8.2,88115,2011"
"tt0118849,""Children of Heaven"",""Drama, Family, Sport"",8.2,82738,1997"
"tt1645089,""Inside Job"",""Crime, Documentary"",8.2,80118,2010"
"tt11032374,""Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train"",""Action, Adventure, Animation"",8.2,78205,2020"
"tt0242519,""Hera Pheri"",""Action, Comedy, Crime"",8.2,74119,2000"
"tt8291224,""Uri: The Surgical Strike"",""Action, Drama, History"",8.2,74038,2019"
"tt2125608,""Searching for Sugar Man"",""Biography, Documentary, Music"",8.2,73778,2012"
"tt2356180,""Bhaag Milkha Bhaag"",""Biography, Drama, Sport"",8.2,73362,2013"
"tt8239946,Tumbbad,""Drama, Fantasy, Horror"",8.2,64978,2018"
"tt0015324,""Sherlock Jr."",""Action, Comedy, Romance"",8.2,58906,1924"
"tt10431500,""Miracle in Cell No. 7"",Drama,8.2,57287,2019"
"tt6148156,""Vikram Vedha"",""Action, Crime, Drama"",8.2,51679,2017"
"tt15501640,""Drishyam 2"",""Crime, Drama, Mystery"",8.2,46710,2022"
"tt20256528,""What Is a Woman?"",Documentary,8.2,44763,2022"
"tt6316138,""Ayla: The Daughter of War"",""Biography, Drama, History"",8.2,44704,2017"
"tt0085809,Koyaanisqatsi,""Documentary, Music"",8.2,42441,1982"
"tt2375605,""The Act of Killing"",""Biography, Crime, Documentary"",8.2,41474,2012"
"tt0048473,""Pather Panchali"",Drama,8.2,39320,1955"
"tt7905466,""They Shall Not Grow Old"",""Documentary, History, War"",8.2,39029,2018"
"tt1620933,""Paan Singh Tomar"",""Action, Biography, Crime"",8.2,38377,2012"
"tt5895028,13th,""Crime, Documentary, History"",8.2,38077,2016"
"tt0071411,""Dersu Uzala"",""Adventure, Biography, Drama"",8.2,34211,1975"
"tt5929776,""The First Born"",""Documentary, News"",8.2,29097,2016"
"tt0045274,""Umberto D."",Drama,8.2,28805,1952"
"tt7392212,Rangasthalam,""Action, Drama"",8.2,28375,2018"
"tt4983780,Maanaadu,""Action, Adventure, Sci-Fi"",8.2,25838,2021"
"tt0049902,""A Man Escaped"",""Drama, Thriller, War"",8.2,25825,1956"
"tt0466460,""Khosla Ka Ghosla!"",""Comedy, Crime, Drama"",8.2,25387,2006"
"tt0100234,Close-Up,""Biography, Crime, Drama"",8.2,23957,1990"
"tt26458038,""Manjummel Boys"",""Adventure, Drama, Thriller"",8.2,22614,2024"
"tt0042804,""The Young and the Damned"",""Crime, Drama"",8.2,22412,1950"
"tt0054248,""Rocco and His Brothers"",""Crime, Drama, Sport"",8.2,22094,1960"
"tt0041154,""Late Spring"",""Comedy, Drama"",8.2,19854,1949"
"tt0070233,""Ivan Vasilyevich Changes His Profession"",""Adventure, Comedy, Sci-Fi"",8.2,18889,1973"
"tt0117293,""Paradise Lost: The Child Murders at Robin Hood Hills"",""Crime, Documentary"",8.2,18498,1996"
